invest_opinion,price_goal,reporter,titles,contents,dates
MARKETPERFORM,"22,000",대신증권 양지환,HMM A011200 -운임추세 하락 국면에서 등락을 거듭할 것으로 예상,"2023년 1분기 영업이익 4,756억원으로 시장 기대치 하회 전망
- 최근 Spot 운임(SCFI) 반등은 선사들의 공급 조절 및 GRI 실시 영향",2023/04/26
HOLD,"56,000",DB금융투자 김평모,현대위아 A011210 -본격적인 회복은 24년으로,"1Q23, 기대치 하회
- 2Q23에도 비용 증가 지속",2023/04/26
BUY,"100,000",다올투자증권 유지웅,현대위아 A011210 -1Q23 Preview: 기계 턴어라운드가 눈에 띈다,"1Q23 매출액 및 영업이익 2.1조원(YoY +9.9%), 509억원(YoY -1.1), 차량부품과 기계 각각 1.9조원/1,790억원 기록
- 1Q23 영업이익은 차량부품과 기계사업 461억원(OPM 2.4%), -48억원(OPM 2.7%). 특별격려금 비용 약 30억원 반영, 엔진CKD/서산 쎄타엔진 생산 감소 등 믹스가 일시적으로 악화된 양상으로 판단",2023/04/26
BUY,"86,000",현대차증권 장문수,현대위아 A011210 -어떻게 오셨어요? 차 타고 왔어요,"1Q23 영업이익은 509억원(-1.0% yoy, OPM 2.4%) 기록, 컨센서스 7.4% 하회. 차량부품 물량 증가, 수출비 감소, 환율 효과 등 증익 요인에도 러시아 기저효과, 특별 격려금 지급으로 감익
- 러시아 고정비 완화, 방산 매출 증가, 현대차그룹 미국 EV 공장 수주로 손익 개선 전망",2023/04/26
,,NH투자증권 조수홍,"현대위아 A011210 -1분기 Review: 저점 확인, 중장기 성장 잠재력 확충","1분기 매출액은 2조 950억원(+9.9% y-y), 영업이익은 509억원(-1.0% y-y, 영업이익률 2.4%)으로 당사 예상 및 컨센서스 하회
- 기계부문은 범용기 부문 흑자전환",2023/04/26
BUY,"80,000",하이투자증권 조희승,현대위아 A011210 -1Q23 Review: 더딘 회복세 vs 증설 모멘텀,"1Q23 Review: 매출 2.1조원, 영업이익 509억원(OPM 2.4%)
- 2023년 연간 매출액 8.7조원, 영업이익 2,277억원(OPM 2.6%)",2023/04/26
매수,"85,000",신한투자증권 정용진,현대위아 A011210 -개선 속도가 더딘 이유들,"1Q23 영업이익 509억원(-1% YoY, -2% QoQ)을 기록
- 매 분기 스텝 바이 스텝",2023/04/26
중립,"66,000",신영증권 문용권,현대위아 A011210 -여전히 아쉬운 실적 흐름,"매출 2.1조원(YoY+10%), 영업이익 51십억원(-1%), OPM 2.4%(-0.3%p)
- 부품 매출 사업 1.9조원(YoY+12%), 영업이익 46십억원(-6%), OPM 2.4%",2023/04/26
중립,,한국투자증권 김진우,현대위아 A011210 -제자리 걸음,"영업이익 컨센서스 7.4% 하회
- 이대로 안정되기엔 아직 아쉬운 실적 수준, 중립 의견 유지",2023/04/26
,,KB증권 강성진,현대모비스 A012330 -1Q23 Review: Time Needed for Investments to Bear Fruit,"1Q23 OP misses market consensus; tepid Module & Parts OP
- 1Q23 OP of KRW418.1bn below market consensus by 24.7% on one-offs/R&D costs",2023/04/26
,,KB증권 강성진,현대모비스 A012330 -1Q23 리뷰: 트랜스포머도 변신할 때는 약한 법,"시장 기대를 하회하는 1Q23 영업이익. 기대만큼 빠르게 개선되지 않는 모듈/부품 손익
- 1Q23 영업이익 4,181억원, 시장 컨센서스 24.7% 하회. 일회성 비용 (1,512억원)과 R&D 부담 영향",2023/04/26
BUY,"62,000",한화투자증권 이진협,영원무역 A111770 -내 친구는 강해요,"상대적으로 견조한 실적할 것
- 과도한 저평가",2023/04/26
HOLD,"24,300",DB금융투자 정광명,카카오뱅크 A323410 -성장성이 부각되는 시기,"기대치 부합 예상
- 신규 상품이 대출 성장 견인",2023/04/26
BUY,"70,000",유진투자증권 권해순,알테오젠 A196170 -아이들에게 선물해야 할 주식,"상업성 높은 플랫폼 기술 보유, 글로벌 기술이전 계약 6개 체결
- 2023년 비브가르트, 티센트릭 등 글로벌 블록버스터 제품들 SC제형으로 출시 예정",2023/04/26
BUY,"4,000",교보증권 백광제,HL D&I A014790 -실적 부진. 하지만 과매도 구간,"목표주가 4,000원으로 하향. 실적 추정치 변경 및 업종 멀티플 하락 반영
- 1Q23 영업이익 89억원(YoY -37.6%), 원자재 가격 영향 지속",2023/04/26
매수,"4,800",신한투자증권 김선미,"롯데리츠 A330590 -안타까운 타이밍, 해결까지 시간이 필요","2023년 평균 조달금리 4.66%로 상승. 당분간 차환 이슈 지속 예상
- 배당수익률 개선 위해서는 자산편입이 필요. 외부자산 편입 검토 중",2023/04/26
매수,"46,000",신한투자증권 정용진,솔루스첨단소재 A336370 -Outlook brighter for 2H23,"1Q23 review: Operating loss comes in at KRW19bn (RR YoY, QoQ)
- Outlook brighter for overseas battery foil business in 2H23",2023/04/26
HOLD,"40,000",하이투자증권 정원석,솔루스첨단소재 A336370 -지배주주순이익 고려한 주가 상승 여력 제한적,"1Q23 유럽 전력비 부담 완화 중이나 신규 라인 가동에 따른 비용 증가
- 고정비 부담비 높은 전지박 부문 흑자전환 시기 지연될 것으로 전망",2023/04/26
BUY,"55,000",한화투자증권 이용욱,"솔루스첨단소재 A336370 -[1Q23 Review] 아쉬운 1분기, 2분기부터 회복을 기대","1분기 실적은 기대치 하회
- 2분기 실적 개선되며 연간 계단식 실적 회복 전망",2023/04/26
BUY,"53,000",키움증권 김소원,솔루스첨단소재 A336370 -전지박 수익성 개선 본격화,"1Q23 영업적자 -190억원, 시장 예상치 하회
- 2Q23부터 실적 개선 본격화. 상저하고의 실적 전망",2023/04/26
BUY,"50,000",대신증권 전창현,솔루스첨단소재 A336370 -조금씩 나아지고 있다,"1분기 실적 컨센 하회
- 2분기부터 개선 본격화",2023/04/26
BUY,"70,000",유진투자증권 한병화,솔루스첨단소재 A336370 -1Q23 Review,"1분기 매출, 영업손익은 각 1,128억원, -190억원으로 컨센서스(매출액 1,122억원, 영업적자 145억원) 대비 매출은 부합, 영업손익은 하회
- 소비위축으로 마진율 높은 OLED 소재사업이 전년 대비 역성장한 것이 컨센서스 하회 이유로 판단",2023/04/26
매수,"46,000",신한투자증권 정용진,솔루스첨단소재 A336370 -하반기에 웃을 예정,"1Q23 영업손익 -190억원(적자지속 YoY, QoQ)을 기록
- 전지박 해외 확대 플랜은 이상 무",2023/04/26
,,밸류파인더 이충헌,"HB테크놀러지 A078150 -OLED 시장 본격 개화, 스몰캡 최선호주로 제시","삼성디스플레이 최근 4.1조원 투자 발표, SDC 內AOI 장비 M/S 1위(90% 이상)
- 애플 아이패드와 맥북에 OLED 탑재 결정 → 고객사 투자 확대 → 동사 수주 가능성↑",2023/04/26
BUY,"65,000",메리츠증권 정지수,SK텔레콤 A017670 -스스로 이겨내는 위기,"1Q23 Preview: 시장 컨센서스 부합 전망
- 2023년 연결 영업이익 1.75조원(+8.8% YoY) 전망",2023/04/26
매수,"7,200",신한투자증권 김선미,코람코에너지리츠 A357120 -현실화되는 잠재가치 성장 가능성,"자산리벨런싱 통한 주주가치 제고 지속, 2023년 배당수익률 9.4%
- 신규자산 개발, AMC 운영 노하우에서 발생하는 Upside Potential",2023/04/26
BUY,"170,000",유진투자증권 박종선,골프존 A215000 -1Q23 Review: 라운드 수 최고치 갱신,"매출액 1,870억원, 영업이익 415억원으로 전년동기 대비 매출액은 21.5% 증가하고, 영업이익은 18.2% 감소하였음
- 2Q23 Preview: 당사 추정 2분기 예상실적(연결기준)은 매출액 1,691억원, 영업이익 448억원으로 전년동기 대비 매출액은 15.7% 증가하고, 영업이익은 1.8% 감소할 것으로 예상함",2023/04/26
BUY,"34,000",하나증권 박성봉,대한항공 A003490 -안정적인 영업실적 달성 구간 돌입,"1분기에도 국제선 회복 vs. 화물 매출 감소 추세 지속
- 2분기에도 국제선과 화물의 분위기 차별화 지속 전망",2023/04/26
매수,"5,700",신한투자증권 김선미,ESR켄달스퀘어리츠 A365550 -안정적 배당 하에 자산가치 부각 기대,"리파이낸싱 부담을 임대료 인상으로 만회, 2024년까지 배당 유지 가능
- 서부권 공급과잉 타격은 제한적, 견고한 자산가치 확인 가능할 것",2023/04/26
BUY,"740,000",삼성증권 조현렬,LG에너지솔루션 A373220 -1Q review: Waves of clients request partnerships,"LG Energy Solution reported a 1Q operating profit of KRW633.2b (up 167% q-q), beating consensus by 31%.
- Following the implementation of the US Inflation Reduction Act, LGES is getting far more partnership requests by clients. The IRA tax credits it will be receiving should allow for more investments. Expecting LGES to fortify its dominant market position in North America, we maintain our BUY rating.",2023/04/26
매수,"850,000",한국투자증권 조철희,LG에너지솔루션 A373220 -점점 더 매력적,"AMPC 묻어난 실적
- 매력 높아진 valuation과 지속되는 수주 모멘텀",2023/04/26
BUY,"740,000",삼성증권 조현렬,LG에너지솔루션 A373220 -1Q23 review - 물밀듯 들어오는 고객사 협업 요청,"1Q23 영업이익은 6,332억원(+167%QoQ)으로 컨센서스를 31% 상회
- 미국 IRA 정책 시행 이후 고객사의 협업 요청이 훨씬 늘어나고 있으며, 동사도 IRA 덕분에 투자 여력 확보. 북미 시장 지배력 보다 강화될 전망. BUY 투자의견 유지",2023/04/26
중립,,한국투자증권 조철희,케이엠더블유 A032500 -1Q23 Preview: 돌파구 필요,"부진한 실적
- 가뭄의 단비 같은 수주, 그러나 가뭄을 이겨내기엔 역부족",2023/04/26
,,KB증권 정혜정,현대제철 A004020 -1Q23 Review: 바닥은 지났지만 시황 부진의 영향 지속,"현대제철 1Q23 잠정 영업이익 3,339억원 (-52.1% YoY): 시장 컨센서스 상회
- 철강 시황 위축에 따른 판매량 감소, 판매가격 하락에 따른 스프레드 축소 불가피",2023/04/26
,,KB증권 정혜정,"현대제철 A004020 -1Q23 Review: Bottom Has Passed, But Market Slump Still Weighing on Earnings","1Q23P OP at KRW333.9bn (-52.1% YoY), above market consensus
- Steel market slump depressed sales volume; Spreads narrowed on lower sales prices",2023/04/26
BUY,"190,000",한화투자증권 이진협,F&F A383220 -중국 리오프닝의 선봉장,"중국 리오프닝의 최대 수혜주
- 밸류에이션의 확장도 기대",2023/04/26
BUY,"105,000",KB증권 이선화,JYP Ent. A035900 -탄탄대로,"목표주가 72,000원 → 105,000원으로 45.8% 상향, 투자의견 Buy 유지
- 1Q23 Preview: 영업이익 274억원 (+43.1% YoY)으로 컨센서스 부합 전망",2023/04/26
매수,"38,000",미래에셋증권 박용대,"삼성카드 A029780 -Weak results, as expected","NP of W145.5bn (-9.5% YoY, -12.2% QoQ), 8% below consensus
- Asset quality metrics require close monitoring",2023/04/26
BUY,"41,500",DB금융투자 정광명,삼성카드 A029780 -대손비용 증가로 기대치 하회,"대손비용 증가로 컨센서스 하회
- 가파른 대손비용율 상승",2023/04/26
보유,"36,000",BNK투자증권 김인,삼성카드 A029780 -대손부담이 부각되고 있는 1Q23 실적,"1Q23 Review: 순이익 1,455억원으로 당사 및 시장예상치 소폭 하회
- 2Q23 Preview: -8%YoY인 1,422억원 예상",2023/04/26
매수,"38,000",미래에셋증권 박용대,삼성카드 A029780 -예견된 실적 부진,"순이익 1,455억원 기록해 컨센 8% 하회
- 자산건전성 지표는 모니터링 필요",2023/04/26
BUY,"36,000",DS투자증권 나민욱,삼성카드 A029780 -어려운 환경 가시화,"1Q23 순이익 1,455억원(-9.5% YoY)으로 기대치 하회
- 건전성 악화에 따른 대손 우려 가시화",2023/04/26
중립,,한국투자증권 백두산,삼성카드 A029780 -충당금 미리 쌓고 가기,"순이익은 1,455억원으로 컨센서스 6% 하회
- 연체율 고점 확인이 필요. 중립의견 유지",2023/04/26
BUY,"38,000",하나증권 최정욱,삼성카드 A029780 -역대 최대 수준의 M/S 기록. 연체율 상승으로 대손비용은 급증,"대손비용 급증했지만 여타 부문은 양호했던 실적. 예상치 부합
- 20%에 육박하는 M/S 시현. 업계 1위와의 차이는 1%p에 불과",2023/04/26
BUY,"41,000",메리츠증권 정지수,KT A030200 -비통신의 위력,"1Q23 Preview: 시장 컨센서스 부합 전망
- 2023년 연결 영업이익 1.78조원(+5.0% YoY) 전망",2023/04/26
,,KB증권 강승건,"JB금융지주 A175330 -1Q23 Review: NIM과 CET1 긍정적, 연체율의 큰 폭 상승은 부담","NIM과 CET1은 긍정적이지만 가계대출 연체율의 큰 폭 상승은 부담요인
- 1Q23 Review: 경쟁은행 대비 양호한 NIM과 캐피탈의 충당금 환입 영향으로 컨센서스 상회",2023/04/26
HOLD,"12,000",삼성증권 김재우,JB금융지주 A175330 -1Q review: Earnings stable and capital ratio improves,"Net profit comes in flat y-y to KRW163.4b in 1Q
- Interest income up y-y but down q-q",2023/04/26
HOLD,"12,000",삼성증권 김재우,JB금융지주 A175330 -1Q Review: 이익 방어 및 자본비율 제고 긍정적,"1Q 당기순이익 1,634억원 ? 전년 동기와 유사
- 이자이익 q-q 감소세로 전환",2023/04/26
매수,"6,200",신한투자증권 김선미,SK리츠 A395400 -리츠 대형화로 실적 변동성 축소 기대,"자금조달 다각화로 금융비용 절감, 2023년 분기배당 66원 확정
- 고수익 자산 편입 통해 배당수익률 개선 및 시장 신뢰 회복 기대",2023/04/26
BUY,"14,000",메리츠증권 정지수,LG유플러스 A032640 -성장에 대한 고민이 깊어지는 시기,"1Q23 Preview: 시장 컨센서스 부합 전망
- 2023년 연결 영업이익 1.11조원(+2.8% YoY) 전망",2023/04/26
HOLD,"18,000",이베스트투자증권 남대종,LG디스플레이 A034220 -2H23 흑자전환에 대한 희망,"1Q23 영업적자 컨센서스 하회
- 2H23 흑자전환에 대한 희망",2023/04/26
,,KB증권 김동원,LG디스플레이 A034220 -Expect Larger OLED Shipments to Apple,"LGD ready to become leading OLED supplier for next iPhone Pro series
- 1H23 to mark trough; significant turnaround to follow massive losses",2023/04/26
매수,"31,000",IBK투자증권 이건재,제이브이엠 A054950 -역대 최대 1분기 실적 달성,"어메이징한 1분기 실적
- 결국 수출 증대가 정답",2023/04/27
Not Rated,,IBK투자증권 남성현,윙스풋 A335870 -IP확보를 통해 飛上을 꿈꾸다.,"자체 브랜드를 보유한 신발 브랜드 업체 윙스풋
- 추가 IP 확보와 포트폴리오 다변화를 통해 성장 지속",2023/04/27
Not Rated,,신영증권 정유경,원텍 A336570 -탐방노트,"올리지오가 이끄는 높은 매출 성장세
- 심상치 않은 해외 성장세: 브라질, 대만 성장에 미국, 중국은 추가 upside",2023/04/27
,,KB증권 전우제,"한화솔루션 A009830 -신재생, 3분기 연속 최대 실적","1Q23 영업이익 2,714억원 (컨센 +23% 상회)
- 신재생 사업 3분기 연속 최대 실적을 기록",2023/04/27
,,KB증권 전우제,한화솔루션 A009830 -Renewable Energy Earnings Hit Three-Quarter Record,"1Q23 OP of KRW271.4bn above market consensus by 23%
- Three straight quarters of record earnings at Renewable Energy",2023/04/27
,,KB증권 정동익,"삼성중공업 A010140 -1Q23 Review: 21분기 연속적자, 드디어 탈피","21분기 연속적자, 드디어 탈피
- 1분기 신규수주는 25.2억 달러 기록",2023/04/27
,,KB증권 정동익,삼성중공업 A010140 -Breaking Out of 21 Consecutive Quarterly Losses,"Finally broke out of the 21 consecutive quarters of deficit
- 1Q23 new orders won stood at USD2.52bn",2023/04/27
,,아이브이리서치 리서치센터,백광산업 A001340 -2 차전지와 반도체 중심 성장 기대,"염화나트륨을 원료로 가성소다, 염산, 액체염소 등 무기화학제품을 제조
- 향후 동사의 실적 성장은 ① CA 사업에서의 2 차전지 향 공급 확대와 ② 소재사업부에서의 반도체 및 디스플레이 향 특수가스 매출 성장에 기인할 것",2023/04/27
Not Rated,,하나증권 조정현,백광산업 A001340 -새만금 양극재 전구체 투자 최대 수혜주,"전구체 제조 핵심 소재, 수산화나트륨 공급 업체
- 2028년까지 국내 전구체 생산능력 65만톤으로 확대",2023/04/27
BUY,"102,000",삼성증권 조현렬,S-Oil A010950 -Oil-1Q review; Attractively valued given fundamentals,"Passable quarter
- Our view?Opportune time for trading",2023/04/27
매수,"94,000",미래에셋증권 이진호,S-Oil A010950 -Oil-China’s oil product exports are already falling,"Maintain Buy, but lower TP by 17.5% to W94,000
- Both oil refining and petrochemicals turn to profit",2023/04/27
매수,"120,000",BNK투자증권 김현태,S-Oil A010950 -Oil-등경유 마진 약세 지속 중,"2~3월 정제마진 약세로 1Q 연결OP 컨센서스 소폭 하회
- 정유OP 감익으로 2Q 연결OP 4,944억원 예상",2023/04/27
매수,"94,000",미래에셋증권 이진호,S-Oil A010950 -Oil-중국 석유제품 수출량은 이미 감소 중,"목표주가 9.4만원으로 17.5% 하향 조정. 매수 의견 유지
- 정유와 석유화학, 동시 흑자전환",2023/04/27
BUY,"102,000",삼성증권 조현렬,S-Oil A010950 -Oil-1Q23 review - 펀더멘털 대비 매력적인 밸류에이션,"1Q23 review, 무난한 실적
- View, 트레이딩 하기 적절한 시점",2023/04/27
HOLD,"310,000",삼성증권 이종욱,LG이노텍 A011070 -Passing the worst,"Investment strategy
- 1Q23 review",2023/04/27
BUY,"430,000",유안타증권 백길현,LG이노텍 A011070 -Need more time,"1Q23 review
- 2H23 OP estimated at W989bn",2023/04/27
매수,"350,000",신한투자증권 오강호,LG이노텍 A011070 -Reasons for a brighter outlook in 2H23,"1Q23 OP comes in at KRW145.3bn (-60% YoY, -15% QoQ)
- Earnings expected to turn around in 2H23",2023/04/27
BUY,"370,000",교보증권 최보영,LG이노텍 A011070 -1Q23 Review: 컨센서스 상회,"1Q23 Review : 컨센서스 상회
- 2분기 적자, 상저하고 전망",2023/04/27
매수,"350,000",신한투자증권 오강호,LG이노텍 A011070 -하반기를 기대하는 이유,"1Q23 영업이익 1,453억원(-60% YoY, -15% QoQ) 기록
- 2023년 하반기 반등이 기대되는 시기",2023/04/27
BUY,"330,000",하이투자증권 고의영,LG이노텍 A011070 -6월 이후에 확인하고 싶은 것들,"낮아진 수요에 대한 눈높이와 밸류에이션
- 6월 이후에 확인하고 싶은 것들",2023/04/27
BUY,"430,000",유안타증권 백길현,LG이노텍 A011070 -만추가경(晩秋佳景),"1Q23 Review
- 2H23 예상 영업이익 9,890억원",2023/04/27
BUY,"380,000",이베스트투자증권 김광수,LG이노텍 A011070 -다가오는 아이폰의 계절,"1Q23 예상했던 소나기
- 다가오는 아이폰의 계절, 스펙 상향에 따른 실적 수혜 전망",2023/04/27
HOLD,"310,000",삼성증권 이종욱,LG이노텍 A011070 -힘든 골짜기는 넘었다.,"저점 매수의 좋은 시점이나, 장기 회복의 시작으로는 이르다는 결론. 3Q23 이익은 여전히 시장을 하회할 것.
- 목표주가 31만원으로 하향하며, HOLD 의견 유지",2023/04/27
BUY,"350,000",NH투자증권 이규하,"LG이노텍 A011070 -실적 저점 통과, 하반기 개선에 주목","상반기 실적 부진은 선반영, 하반기 실적 개선에 주목",2023/04/27
BUY,"390,000",메리츠증권 양승수,LG이노텍 A011070 -믿음의 하반기,"1Q23 Review: 기대했던 이연 수요 미발생
- 2Q23 Preview: 적자는 불가피",2023/04/27
BUY,"380,000",대신증권 박강호,"LG이노텍 A011070 -전장의 흑자전환, 하반기 명확한 이익 개선","2023년 하반기 영업이익은 945% 증가(hoh) 추정, 명확한 개선 방향
- 2023년 광학솔루션의 ASP 상승, 전장부품의 흑자전환",2023/04/27
BUY,"360,000",키움증권 김지산,LG이노텍 A011070 -시간과의 싸움,"1분기는 우려보다 양호했으나 2분기 적자전환 불가피
- 하반기 실적 모멘텀 유효, 신형 아이폰 P와 Q 개선 기대",2023/04/27
BUY,"360,000",DS투자증권 권태우,LG이노텍 A011070 -곧 하반기가 온다,"1Q23 Review: 이연 수요 효과 감소
- 실적 흐름은 상반기 부진, 하반기 회복",2023/04/27
매수,"370,000",IBK투자증권 김운호,LG이노텍 A011070 -실적은 2분기가 저점. 매수도 2분기가 適期,"23년 1분기. 환율 효과로 예상치 상회
- 23년 2분기 실적 저점",2023/04/27
BUY,"330,000",하나증권 김록호,LG이노텍 A011070 -오랜만에 상반기 보릿고개,"1Q23 Review: 우려대비 양호한 실적
- 2Q23 Preview: 적자 전환",2023/04/27
매수,"410,000",한국투자증권 조철희,LG이노텍 A011070 -모두가 아는 안좋은 cycle에 사자,"이미 알았던 상반기 부진
- 2분기 적자 예상, 하반기를 기대하며 사야할 시기",2023/04/27
BUY,"62,000",삼성증권 김재우,KB금융 A105560 -1Q Review: 안정적 실적 창출 역량 확인 긍정적,"KB금융은 2.5% y-y 증가한 1.5조원의 1Q 이익 발표 (컨센서스 6.6% 상회).
- 충당금 적립비용 증가 (+5,224억원 y-y)에도 불구, 이자이익 성장 (+1,341억원 y-y, +5.1% y-y)과 기타영업손익 성장 (+7,273억원 y-y)이 실적 개선 견인",2023/04/27
BUY,"62,000",삼성증권 김재우,KB금융 A105560 -1Q review: Confirms stable earnings capacity,"1Q net profit up 2.5% y-y at KRW1.5t
- Group NIM rises 5bps q-q?positive, but net interest income falls 6.9% q-q",2023/04/27
BUY,"73,000",NH투자증권 조수홍,현대위아 A011210 -1분기가 저점. 성장 가시성 회복 기대,1분기 Review: 전동화 사업 시작. 기계부문 수주 모멘텀 확대,2023/04/27
BUY,"300,000",삼성증권 임은영,현대모비스 A012330 -1Q review: Enduring the pain of high costs,"Profitability still weak
- Investors concerned about module unit’s stagnant profitability",2023/04/27
매수,"275,000",미래에셋증권 박연주,현대모비스 A012330 -Margins have yet to pick up despite robust revenue,"Despite volume growth and cost pass-through, margins fall on R&D and one-off expenses
- Margin erosion is a necessary part of growth, but normalization will take some time",2023/04/27
BUY,"270,000",교보증권 남주신,"현대모비스 A012330 -1Q23 Review: 성장 중, 그러나 아쉬운 수익성","1Q23 Review: 영업이익률 2.9% 기록
- 전동화 사업 매출 고성장에 주목",2023/04/27
BUY,"290,000",하이투자증권 조희승,현대모비스 A012330 -1Q23 Review: 관건은 수익성,"1Q23 Review: 매출액 14.6조원, 영업이익 4,181억원(OPM 2.9%)
- 2023년 매출액 59.5조원, 영업이익 2.1조원(OPM 3.6%)",2023/04/27
BUY,"280,000",DB금융투자 김평모,현대모비스 A012330 -요원한 수익성 회복,"1Q23, 또 일회성 비용
- 모듈 부문 수익성 부진 지속",2023/04/27
매수,"275,000",미래에셋증권 박연주,"현대모비스 A012330 -매출은 고성장, 여전히 아쉬운 수익성","물량 증가 및 비용 전가에도 불구하고 경상개발비 및 일회성 비용으로 수익성 둔화
- 이유 있는 수익성 둔화이지만 과거 수준으로의 수익성 회복은 시간이 필요",2023/04/27
매수,"250,000",신영증권 문용권,현대모비스 A012330 -매출 대비 여전히 아쉬운 수익성,"연결 매출 14.7조원(YoY+30%), 영업이익 418십억원(YoY+8%), OPM 2.9%
- 모듈 사업 매출 12조원(YoY+34%), 영업적자 -117십억원(적지), OPM -1%",2023/04/27
BUY,"300,000",삼성증권 임은영,현대모비스 A012330 -1Q23 Review: 고통스런 비용 지출 구간을 통과 중,"지속되는 수익성 부진
- 투자자 우려, 모듈사업부의 수익성이 적자에서 OPM 1%대에서 정체",2023/04/27
BUY,"315,000",유진투자증권 이재일,현대모비스 A012330 -1Q23Review: 주객전도(主客顚倒),"모비스의 1분기 영업이익은 4,180억원(+8.1%yoy)으로 시장 컨센서스를 25.7% 하회하는 실적 쇼크 기록
- 하지만, 일회성 비용 감안하더라도 모듈 부문 이익률 0.3%에 불과해 수익성 개선 흐름 확인할 수 없었음",2023/04/27
매수,"270,000",신한투자증권 정용진,현대모비스 A012330 -신뢰를 쌓을 시간,"1Q23 OP 4,181억원(+8% YoY, -37% QoQ)으로 기대치 하회
- 신뢰 회복에는 시간이 필요, 잘하는 부분에 집중",2023/04/27
BUY,"330,000",현대차증권 장문수,현대모비스 A012330 -＇그＇ 아저씨도 몰라본 주도주,"1Q23 영업이익은 4,181억원(+8.1% yoy, OPM 2.9%) 기록, 컨센서스 24.9% 하회
- 美 전동화 생산 거점 구축, 배터리 JV 설립 등 전동화 전략에 편승하며 기업가치 확대됨을 고려할 필요",2023/04/27
BUY,"300,000",다올투자증권 유지웅,현대모비스 A012330 -1Q23 Review: 다소 아쉬운 실적,"1Q23 매출액 및 영업이익 14.7조원(YoY +29.7%), 4,181억원(YoY +8.1%)
- 일회성 비용으로 특별격려금 492억원, ACU 품질비용 707억원 기록",2023/04/27
BUY,"280,000",키움증권 신윤철,"현대모비스 A012330 -익숙한 비용, 익숙한 주가","1Q23 Review: 빛 바랜 A/S 부문 영업이익률 회복
- 2Q23 Preview: 모듈 및 핵심부품 흑자전환 기대",2023/04/27
BUY,"300,000",NH투자증권 조수홍,현대모비스 A012330 -마진 회복이 더디지만...,"수익성 개선 지연되고 있지만, 높은 매출액 성장세에 주목할 필요
- 1분기 Review: 모듈부문 적자전환으로 컨센서스 하회",2023/04/27
BUY,"280,000",대신증권 김귀연,현대모비스 A012330 -일회성도 맞으니 아프다,"1Q23 매출 14.7조(YoY +30%), OP 4,181억원(+46%), OPM 2.9%
- 2023년 매출 62.6조(+21%), OP 2.6조(+28%), OPM 4.1%",2023/04/27
BUY,"270,000",하나증권 송선재,현대모비스 A012330 -성장통이 길긴 하네요,"물류비 하락과 외형 고성장의 투자 아이디어는 유지
- 1Q23 Review: 영업이익률 2.9% 기록",2023/04/27
매수,"270,000",한국투자증권 김진우,"현대모비스 A012330 -매출은 정주행, 수익성은 역주행","비용 증가로 영업이익 컨센서스 24.9% 하회
- 신규 투자가 수익으로 연결되는 구체적 청사진이 필요한 시기",2023/04/27
BUY,"120,000",유진투자증권 한병화,씨에스윈드 A112610 -GE 풍력 터빈 수주 증가로 수혜,"GE, 1분기 풍력 터빈 수주 529대로 전년동기 대비 75% 급증. 지난 4분기에 이어 턴어라운드 지속
- GE CEO, IRA 효과로 수주가 증가하는 효과가 나타나고 있다고 밝혀",2023/04/27
매수,"140,000",신한투자증권 강석오,"아프리카TV A067160 -별풍선 다시 성장 시작, 비용 정상화","1Q23 Preview: 별풍선 다시 성장 시작, 비용 정상화
- 별풍선/광고 동시 성장 시작",2023/04/27
Not Rated,,KB증권 임상국,"엔케이맥스 A182400 -단기, 중장기 모멘텀은 차고 넘친다","글로벌 스타로 도약 가능한 NK세포 치료제 개발 기업
- 체크 포인트: 1) 상반기 육종암 임상 1상 최종 결과 발표 기대  2) 신경퇴행성 뇌질환 치료제로 개발 가치 부각  3) 미국 스팩과 합병 이후 NYSE 상장 추진",2023/04/27
,,KB증권 정동익,한화에어로스페이스 A012450 -1Q23 Review: 너...오늘 좀 이쁘다.,"절로 웃음이 나오는 1Q23 어닝 서프라이즈
- 지상방산: 영업이익률 21%",2023/04/27
,,KB증권 정동익,한화에어로스페이스 A012450 -1Q23 Review: Looking Pretty Good,"Pleasant 1Q23 earnings surprise
- Land Systems: 21% OPM",2023/04/27
BUY,"55,000",키움증권 정경희,코오롱인더 A120110 -타이어코드 증설 효과가 제한적인 1분기,"1분기 영업이익 323억원 예상, 기대치 하회
- 아마리드 증설에 따른 이익 성장 기대",2023/04/27
BUY,"380,000",유안타증권 하현수,한미약품 A128940 -1Q23 review: begins 2023 with decent earnings,"1Q23 review: begins 2023 with decent earnings
- Rosuzet and Bejing Hanmi continue to drive growth",2023/04/27
BUY,"390,000",하이투자증권 이호철,한미약품 A128940 -본격적인 이익 성장 구간 진입,"수출과 내수에서 모두 성장세 회복
- 투자의견 Buy, 목표주가 390,000원 유지",2023/04/27
BUY,"340,000",교보증권 김정현,한미약품 A128940 -1Q23 Re. 주력 제품 성장으로 호실적 기록(Q&A 포함),"1Q23 실적 리뷰
- 2023 실적 전망",2023/04/27
BUY,"380,000",유안타증권 하현수,한미약품 A128940 -1Q23: 호실적으로 23년을 시작,"1Q23: 호실적으로 시작하는 23년
- 로수젯과 북경한미 성장 견인 지속",2023/04/27
BUY,"400,000",DB금융투자 이명선,한미약품 A128940 -일회성 없이 사상최대 실적 경신,"한미약품의 제품믹스 효과와 북경한미로 이룬 호실적
- 상반기 NASH 치료제 연구성과 기대감은 유효",2023/04/27
